MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
11.0,10.0,4.0,47.0,10.0,2.0,196.0,1.0,2.0,1.0,1214.0,2.0,1214.0,1214.0,2.0,1.0,3.0,1.0,4.0,17.0,1.0,1.0,318.0,143000.0
4.0,11.0,6.0,84.0,44.0,2.0,70.0,1.0,2.0,1.0,1907.0,3.0,1959.0,1959.0,3.0,1.0,8.0,0.0,2.0,68.0,0.0,4.0,766.0,171000.0
14.0,16.0,7.0,86.0,38.0,2.0,320.0,2.0,5.0,2.0,1004.0,4.0,1004.0,1852.0,2.0,2.0,5.0,2.0,4.0,73.0,2.0,4.0,660.0,230000.0
14.0,16.0,5.0,89.0,52.0,1.0,0.0,1.0,5.0,2.0,928.0,4.0,928.0,1764.0,2.0,2.0,5.0,0.0,4.0,75.0,1.0,2.0,470.0,231500.0
11.0,10.0,3.0,26.0,2.0,1.0,0.0,1.0,2.0,1.0,864.0,2.0,864.0,864.0,0.0,1.0,3.0,1.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,115000.0
11.0,16.0,6.0,97.0,50.0,1.0,0.0,2.0,5.0,2.0,1734.0,4.0,1734.0,1734.0,2.0,2.0,5.0,0.0,4.0,81.0,2.0,2.0,660.0,260000.0
6.0,10.0,4.0,8.0,0.0,1.0,0.0,1.0,2.0,1.0,910.0,1.0,910.0,1385.0,2.0,1.0,4.0,0.0,1.0,76.0,0.0,2.0,720.0,166000.0
11.0,16.0,6.0,86.0,46.0,2.0,183.0,2.0,5.0,2.0,1490.0,4.0,1501.0,1501.0,2.0,2.0,4.0,0.0,4.0,73.0,1.0,2.0,577.0,204000.0
4.0,6.0,4.0,49.0,17.0,2.0,336.0,1.0,2.0,1.0,1728.0,2.0,1728.0,1728.0,2.0,1.0,10.0,0.0,1.0,27.0,0.0,2.0,504.0,125000.0
5.0,4.0,5.0,85.0,57.0,3.0,50.0,2.0,5.0,2.0,970.0,4.0,970.0,1709.0,2.0,2.0,5.0,0.0,1.0,78.0,0.0,2.0,380.0,130000.0
0.0,3.0,4.0,21.0,55.0,1.0,0.0,1.0,1.0,1.0,715.0,2.0,875.0,875.0,0.0,1.0,3.0,0.0,1.0,47.0,0.0,1.0,180.0,105000.0
14.0,14.0,6.0,99.0,41.0,2.0,180.0,2.0,5.0,2.0,884.0,4.0,884.0,2035.0,2.0,2.0,7.0,1.0,5.0,89.0,2.0,2.0,434.0,222500.0
11.0,12.0,6.0,85.0,50.0,2.0,120.0,1.0,5.0,2.0,1080.0,4.0,1080.0,1080.0,0.0,2.0,4.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,141000.0
6.0,3.0,4.0,39.0,1.0,1.0,0.0,1.0,1.0,2.0,896.0,3.0,896.0,1344.0,0.0,1.0,5.0,0.0,1.0,38.0,0.0,1.0,240.0,115000.0
11.0,16.0,4.0,60.0,34.0,1.0,0.0,1.0,2.0,1.0,969.0,2.0,969.0,969.0,0.0,1.0,3.0,0.0,4.0,67.0,0.0,2.0,440.0,122000.0
11.0,23.0,7.0,103.0,58.0,3.0,436.0,2.0,5.0,3.0,1710.0,4.0,1710.0,1710.0,2.0,2.0,4.0,1.0,4.0,88.0,1.0,4.0,866.0,372402.0
14.0,13.0,5.0,26.0,2.0,2.0,252.0,1.0,2.0,1.0,825.0,3.0,1097.0,1993.0,2.0,1.0,7.0,1.0,4.0,42.0,1.0,2.0,495.0,190000.0
11.0,18.0,5.0,66.0,34.0,1.0,0.0,1.0,2.0,2.0,1602.0,3.0,1252.0,1252.0,0.0,1.0,2.0,1.0,4.0,52.0,1.0,2.0,564.0,235000.0
0.0,5.0,5.0,61.0,1.0,1.0,0.0,1.0,1.0,1.0,1200.0,2.0,1200.0,1200.0,0.0,1.0,5.0,0.0,1.0,66.0,0.0,1.0,312.0,125000.0
6.0,4.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,572.0,1.0,572.0,1096.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,79000.0
11.0,10.0,4.0,22.0,1.0,1.0,0.0,1.0,2.0,1.5797610681658467,0.0,2.0,1040.0,1040.0,0.0,1.0,3.0,0.0,1.0,30.0,0.0,2.0,625.0,109500.0
14.0,21.0,7.0,106.0,60.0,2.0,84.0,2.0,5.0,3.0,774.0,4.0,774.0,1968.0,2.0,3.0,7.0,1.0,5.0,94.0,2.0,4.0,680.0,269500.0
14.0,19.0,6.0,85.0,50.0,1.0,0.0,2.0,5.0,2.0,991.0,4.0,991.0,1947.0,2.0,2.0,7.0,1.0,4.0,78.0,1.0,2.0,678.0,254900.0
14.0,14.0,6.0,97.0,57.0,2.0,456.0,2.0,5.0,2.0,1392.0,4.0,1392.0,2462.0,2.0,2.0,8.0,1.0,4.0,93.0,1.0,2.0,576.0,320000.0
11.0,20.0,5.0,71.0,37.0,1.0,0.0,1.0,5.0,2.0,1232.0,2.0,1232.0,1232.0,2.0,1.0,4.0,0.0,4.0,63.0,0.0,2.0,516.0,162500.0
14.0,23.0,8.0,96.0,43.0,2.0,664.0,2.0,5.0,3.0,1572.0,4.0,1572.0,2668.0,2.0,3.0,10.0,2.0,5.0,84.0,2.0,4.0,726.0,412500.0
11.0,23.0,6.0,97.0,50.0,2.0,226.0,2.0,5.0,2.0,1541.0,4.0,1541.0,1541.0,2.0,2.0,5.0,1.0,4.0,81.0,1.0,2.0,532.0,220000.0
2.0,5.0,3.0,36.0,5.0,1.0,0.0,1.0,2.0,1.0,882.0,4.0,882.0,882.0,0.0,1.0,2.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,103200.0
8.0,5.0,5.0,19.0,43.0,1.0,0.0,1.0,1.0,1.0,1149.0,3.0,1149.0,1616.0,2.0,2.0,3.0,0.0,1.0,23.0,0.0,1.0,216.0,152000.0
3.0,4.0,4.0,28.0,46.0,1.0,0.0,1.0,1.0,1.0,644.0,3.0,808.0,1355.0,2.0,1.0,4.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,127500.0
11.0,18.0,4.0,32.0,55.0,1.0,0.0,2.0,2.0,1.0,1617.0,4.0,1867.0,1867.0,0.0,1.0,5.0,3.0,4.0,36.0,2.0,1.0,303.0,190000.0
14.0,23.0,7.0,103.0,56.0,3.0,300.0,2.0,5.0,3.0,1582.0,4.0,1610.0,2161.0,0.0,3.0,7.0,1.0,4.0,88.0,2.0,4.0,789.0,325624.0
14.0,14.0,6.0,85.0,43.0,1.0,0.0,2.0,5.0,2.0,840.0,4.0,840.0,1720.0,2.0,2.0,5.0,1.0,4.0,78.0,2.0,2.0,440.0,183500.0
11.0,21.0,7.0,101.0,35.0,2.0,653.0,2.0,2.0,2.0,1686.0,2.0,1707.0,1707.0,2.0,1.0,4.0,1.0,4.0,70.0,1.0,2.0,511.0,228000.0
6.0,5.0,4.0,16.0,1.0,1.0,0.0,1.0,2.0,1.0,720.0,2.0,854.0,1382.0,0.0,1.0,5.0,0.0,1.0,65.0,0.0,2.0,660.0,128500.0
11.0,10.0,5.0,66.0,19.0,3.0,112.0,1.0,2.0,1.0,1080.0,1.0,1656.0,1656.0,0.0,1.0,5.0,2.0,4.0,52.0,2.0,2.0,528.0,215000.0
5.0,22.0,6.0,82.0,49.0,1.0,0.0,2.0,5.0,2.0,1064.0,3.0,1064.0,1767.0,2.0,2.0,3.0,1.0,4.0,58.0,1.0,2.0,504.0,239000.0
11.0,10.0,5.0,43.0,11.0,0.0,491.0,1.0,2.0,1.0,1362.0,2.0,1362.0,1362.0,0.0,1.0,4.0,1.0,4.0,32.0,0.0,2.0,504.0,163000.0
11.0,21.0,5.0,88.0,39.0,3.0,132.0,1.0,2.0,2.0,1606.0,2.0,1651.0,1651.0,2.0,1.0,5.0,1.0,4.0,64.0,2.0,2.0,616.0,184000.0
11.0,4.0,5.0,22.0,41.0,1.0,0.0,1.0,2.0,1.0,1202.0,2.0,2158.0,2158.0,2.0,2.0,5.0,1.0,4.0,30.0,0.0,2.0,576.0,243000.0
14.0,18.0,5.0,84.0,44.0,2.0,268.0,2.0,5.0,2.0,1151.0,2.0,1164.0,2060.0,2.0,1.0,7.0,1.0,4.0,72.0,0.0,2.0,521.0,211000.0
6.0,6.0,4.0,48.0,8.0,1.0,0.0,2.0,2.0,1.0,1052.0,4.0,1252.0,1920.0,2.0,2.0,7.0,1.0,4.0,24.0,0.0,2.0,451.0,172500.0
11.0,22.0,8.0,110.0,59.0,3.0,748.0,3.0,5.0,3.0,2216.0,4.0,2234.0,2234.0,2.0,3.0,8.0,1.0,4.0,94.0,2.0,4.0,1166.0,501837.0
0.0,5.0,4.0,61.0,57.0,1.0,0.0,2.0,2.0,1.0,968.0,2.0,968.0,968.0,0.0,1.0,3.0,0.0,1.0,35.0,0.0,2.0,480.0,100000.0
5.0,19.0,5.0,87.0,38.0,2.0,456.0,2.0,5.0,2.0,756.0,4.0,769.0,1525.0,2.0,2.0,3.0,1.0,1.0,76.0,0.0,2.0,440.0,177000.0
9.0,17.0,6.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,793.0,3.0,901.0,1802.0,0.0,1.0,8.0,1.0,1.0,2.0,0.0,1.0,216.0,200100.0
11.0,4.0,4.0,52.0,57.0,2.0,98.0,1.0,5.0,1.5797610681658467,0.0,4.0,1340.0,1340.0,0.0,1.0,5.0,1.0,4.0,37.0,1.0,1.0,252.0,120000.0
6.0,5.0,6.0,96.0,42.0,1.0,0.0,1.0,5.0,2.0,1362.0,4.0,1362.0,2082.0,2.0,2.0,4.0,0.0,1.0,84.0,0.0,2.0,484.0,200000.0
6.0,3.0,4.0,79.0,36.0,1.0,0.0,1.0,5.0,0.0,504.0,3.0,936.0,1252.0,0.0,1.0,3.0,0.0,4.0,64.0,0.0,2.0,576.0,127000.0
12.0,5.0,9.0,108.0,55.0,1.0,0.0,2.0,1.0,1.0,1107.0,4.0,1518.0,3608.0,2.0,3.0,9.0,2.0,1.0,83.0,0.0,4.0,840.0,475000.0
10.0,11.0,6.0,94.0,36.0,1.0,0.0,1.0,5.0,2.0,1188.0,4.0,1217.0,1217.0,2.0,2.0,4.0,0.0,4.0,74.0,0.0,2.0,497.0,173000.0
6.0,5.0,4.0,42.0,49.0,1.0,0.0,1.0,2.0,0.0,660.0,4.0,808.0,1656.0,2.0,1.0,7.0,0.0,1.0,11.0,0.0,1.0,180.0,135000.0
4.0,12.0,4.0,58.0,23.0,3.0,275.0,1.0,2.0,2.0,1086.0,2.0,1224.0,1224.0,1.0,1.0,4.0,2.0,1.0,41.0,0.0,2.0,528.0,153337.0
13.0,22.0,7.0,99.0,53.0,1.0,0.0,2.0,5.0,3.0,1593.0,4.0,1593.0,1593.0,0.0,3.0,3.0,1.0,4.0,89.0,2.0,2.0,682.0,286000.0
9.0,17.0,7.0,98.0,54.0,1.0,0.0,2.0,2.0,2.0,853.0,2.0,1549.0,2727.0,2.0,2.0,10.0,2.0,1.0,82.0,0.0,2.0,440.0,315000.0
14.0,10.0,6.0,44.0,43.0,2.0,138.0,1.0,2.0,1.0,725.0,3.0,725.0,1479.0,0.0,2.0,5.0,0.0,4.0,50.0,2.0,2.0,484.0,184000.0
11.0,16.0,6.0,86.0,46.0,1.0,0.0,2.0,5.0,2.0,1431.0,4.0,1431.0,1431.0,2.0,2.0,4.0,0.0,4.0,73.0,2.0,2.0,666.0,192000.0
5.0,4.0,6.0,85.0,43.0,3.0,50.0,2.0,5.0,2.0,970.0,4.0,970.0,1709.0,2.0,2.0,5.0,0.0,1.0,78.0,0.0,2.0,380.0,130000.0
11.0,16.0,4.0,44.0,7.0,1.0,0.0,1.0,2.0,1.0,864.0,2.0,864.0,864.0,0.0,1.0,3.0,0.0,1.0,68.0,0.0,1.0,352.0,127000.0
5.0,9.0,5.0,70.0,31.0,1.0,0.0,1.0,2.0,2.0,855.0,2.0,855.0,1456.0,2.0,1.0,5.0,1.0,4.0,55.0,0.0,2.0,440.0,148500.0
11.0,19.0,6.0,103.0,56.0,3.0,205.0,3.0,5.0,3.0,1726.0,4.0,1726.0,1726.0,2.0,3.0,7.0,1.0,4.0,88.0,2.0,4.0,786.0,311872.0
12.0,10.0,7.0,76.0,45.0,1.0,0.0,2.0,5.0,1.0,1360.0,3.0,1360.0,3112.0,2.0,2.0,7.0,1.0,1.0,86.0,0.0,2.0,795.0,235000.0
12.0,5.0,5.0,15.0,1.0,1.0,0.0,1.0,2.0,1.0,755.0,4.0,929.0,2229.0,0.0,1.0,7.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,104000.0
11.0,23.0,7.0,85.0,50.0,2.0,262.0,2.0,5.0,3.0,1713.0,4.0,1713.0,1713.0,2.0,3.0,5.0,1.0,4.0,78.0,2.0,4.0,856.0,274900.0
11.0,4.0,3.0,96.0,43.0,1.0,0.0,1.0,5.0,2.0,1121.0,4.0,1121.0,1121.0,2.0,1.0,3.0,0.0,4.0,84.0,1.0,2.0,440.0,140000.0
11.0,11.0,5.0,74.0,28.0,1.0,0.0,1.0,2.0,1.0,1196.0,2.0,1279.0,1279.0,2.0,1.0,4.0,2.0,1.0,33.0,0.0,2.0,473.0,171500.0
6.0,5.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,617.0,3.0,865.0,1310.0,2.0,1.0,4.0,0.0,4.0,4.0,0.0,1.0,398.0,112000.0
13.0,16.0,5.0,85.0,43.0,2.0,205.0,2.0,5.0,2.0,848.0,4.0,848.0,848.0,0.0,2.0,1.0,1.0,4.0,78.0,1.0,2.0,420.0,149000.0
6.0,5.0,4.0,14.0,1.0,1.0,0.0,1.0,2.0,1.0,720.0,2.0,720.0,1284.0,0.0,1.0,3.0,0.0,1.0,22.0,0.0,1.0,240.0,110000.0
11.0,14.0,6.0,94.0,45.0,1.0,0.0,1.0,5.0,2.0,1424.0,4.0,1442.0,1442.0,2.0,1.0,3.0,0.0,4.0,74.0,1.0,2.0,500.0,180500.0
11.0,6.0,4.0,50.0,20.0,1.0,0.0,1.0,2.0,1.0,1140.0,2.0,1696.0,1696.0,0.0,1.0,7.0,1.0,4.0,28.0,1.0,1.0,349.0,143900.0
11.0,10.0,3.0,66.0,19.0,1.0,0.0,1.0,5.0,1.0,1100.0,2.0,1100.0,1100.0,0.0,1.0,4.0,1.0,4.0,52.0,1.0,1.0,312.0,141000.0
14.0,12.0,6.0,84.0,44.0,2.0,128.0,2.0,2.0,2.0,1157.0,4.0,1180.0,2062.0,2.0,1.0,5.0,1.0,4.0,72.0,2.0,2.0,454.0,277000.0
11.0,10.0,5.0,67.0,29.0,3.0,260.0,1.0,2.0,2.0,1092.0,4.0,1092.0,1092.0,0.0,1.0,4.0,0.0,4.0,48.0,1.0,2.0,504.0,145000.0
0.0,4.0,4.0,23.0,1.0,1.0,0.0,1.0,2.0,1.0,864.0,2.0,864.0,864.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,98000.0
11.0,4.0,5.0,106.0,59.0,1.0,0.0,1.0,5.0,2.0,1212.0,4.0,1212.0,1212.0,2.0,2.0,4.0,0.0,4.0,94.0,1.0,2.0,460.0,186000.0
14.0,19.0,6.0,106.0,59.0,1.0,0.0,1.0,5.0,2.0,900.0,4.0,932.0,1852.0,2.0,2.0,5.0,1.0,4.0,94.0,1.0,2.0,644.0,252678.0
11.0,16.0,4.0,105.0,47.0,1.0,0.0,1.0,5.0,2.0,990.0,4.0,990.0,990.0,0.0,1.0,3.0,0.0,4.0,85.0,0.0,2.0,576.0,156000.0
14.0,16.0,5.0,74.0,28.0,2.0,153.0,1.0,2.0,2.0,689.0,4.0,689.0,1392.0,0.0,1.0,4.0,0.0,4.0,60.0,2.0,1.0,299.0,161750.0
11.0,10.0,4.0,52.0,51.0,2.0,64.0,1.0,2.0,1.0,1070.0,2.0,1236.0,1236.0,0.0,2.0,4.0,1.0,4.0,37.0,0.0,1.0,447.0,134450.0
11.0,16.0,6.0,85.0,43.0,2.0,266.0,2.0,5.0,2.0,1436.0,4.0,1436.0,1436.0,2.0,2.0,7.0,0.0,4.0,78.0,0.0,2.0,484.0,210000.0
9.0,5.0,3.0,23.0,1.0,1.0,0.0,1.0,2.0,1.0,686.0,1.0,810.0,1328.0,0.0,1.0,7.0,0.0,1.0,34.0,0.0,1.0,210.0,107000.0
6.0,17.0,6.0,53.0,57.0,2.0,312.0,2.0,2.0,1.0,798.0,4.0,1137.0,1954.0,0.0,2.0,7.0,2.0,4.0,62.0,0.0,2.0,431.0,311500.0
13.0,15.0,6.0,97.0,57.0,2.0,16.0,2.0,5.0,2.0,1248.0,4.0,1248.0,1248.0,2.0,2.0,3.0,0.0,4.0,81.0,2.0,2.0,438.0,167240.0
11.0,16.0,6.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,1498.0,4.0,1498.0,1498.0,2.0,2.0,3.0,0.0,4.0,93.0,1.0,2.0,675.0,204900.0
14.0,14.0,5.0,95.0,53.0,1.0,0.0,2.0,5.0,2.0,1010.0,4.0,1010.0,2267.0,2.0,2.0,7.0,1.0,5.0,79.0,1.0,2.0,390.0,200000.0
14.0,13.0,5.0,60.0,34.0,1.0,0.0,1.0,2.0,2.0,713.0,2.0,811.0,1552.0,2.0,1.0,4.0,1.0,4.0,67.0,1.0,2.0,434.0,179900.0
11.0,10.0,3.0,26.0,2.0,1.0,0.0,1.0,2.0,1.0,864.0,3.0,864.0,864.0,0.0,1.0,2.0,0.0,1.0,68.0,0.0,2.0,576.0,97000.0
11.0,23.0,9.0,96.0,42.0,2.0,922.0,3.0,5.0,3.0,2392.0,4.0,2392.0,2392.0,2.0,3.0,7.0,1.0,4.0,84.0,2.0,4.0,968.0,386250.0
5.0,2.0,4.0,26.0,2.0,2.0,142.0,1.0,2.0,1.0,630.0,2.0,630.0,1302.0,2.0,1.0,4.0,0.0,1.0,65.0,0.0,1.0,280.0,112000.0
14.0,24.0,6.0,105.0,47.0,2.0,290.0,2.0,5.0,2.0,1203.0,4.0,1214.0,2520.0,2.0,2.0,8.0,1.0,4.0,90.0,1.0,4.0,721.0,290000.0
5.0,2.0,5.0,33.0,16.0,2.0,127.0,1.0,2.0,1.0,483.0,2.0,483.0,987.0,0.0,1.0,3.0,0.0,1.0,58.0,0.0,1.0,280.0,106000.0
11.0,6.0,4.0,47.0,10.0,1.0,0.0,1.0,2.0,1.0,912.0,2.0,912.0,912.0,0.0,1.0,3.0,1.0,1.0,51.0,0.0,1.0,336.0,125000.0
13.0,15.0,6.0,97.0,57.0,2.0,16.0,2.0,5.0,2.0,1373.0,4.0,1555.0,1555.0,2.0,2.0,5.0,1.0,4.0,81.0,2.0,2.0,430.0,192500.0
11.0,10.0,5.0,56.0,13.0,2.0,220.0,1.0,2.0,1.0,1194.0,2.0,1194.0,1194.0,0.0,1.0,4.0,0.0,4.0,61.0,1.0,1.0,312.0,148000.0
14.0,24.0,7.0,105.0,51.0,2.0,506.0,2.0,5.0,2.0,1462.0,4.0,1490.0,2794.0,2.0,3.0,8.0,1.0,4.0,90.0,2.0,4.0,810.0,403000.0
5.0,2.0,5.0,44.0,7.0,2.0,297.0,1.0,2.0,1.0,483.0,2.0,483.0,987.0,0.0,1.0,3.0,1.0,4.0,50.0,0.0,1.0,288.0,94500.0
11.0,16.0,4.0,70.0,31.0,1.0,0.0,1.0,2.0,1.0,894.0,2.0,894.0,894.0,0.0,1.0,3.0,0.0,4.0,55.0,0.0,1.0,308.0,128200.0
14.0,14.0,5.0,95.0,53.0,1.4724517906336088,103.68526170798899,2.0,5.0,2.0,860.0,4.0,860.0,1960.0,2.0,2.0,7.0,2.0,5.0,79.0,2.0,2.0,440.0,216500.0
5.0,2.0,5.0,26.0,2.0,2.0,604.0,1.0,2.0,1.0,483.0,2.0,483.0,987.0,0.0,1.0,3.0,0.0,1.0,42.0,0.0,1.0,264.0,89500.0
11.0,16.0,6.0,85.0,43.0,2.0,98.0,2.0,5.0,2.0,1414.0,4.0,1414.0,1414.0,2.0,2.0,4.0,0.0,4.0,78.0,1.0,2.0,494.0,185500.0
14.0,12.0,6.0,90.0,42.0,1.0,0.0,2.0,5.0,2.0,996.0,4.0,1014.0,1744.0,2.0,2.0,5.0,0.0,4.0,83.0,1.0,2.0,457.0,194500.0
11.0,23.0,7.0,103.0,56.0,2.0,254.0,3.0,5.0,3.0,1694.0,4.0,1694.0,1694.0,2.0,2.0,5.0,0.0,4.0,88.0,2.0,4.0,818.0,318000.0
6.0,4.0,5.0,30.0,1.0,1.0,0.0,1.0,2.0,1.0,735.0,2.0,798.0,1487.0,0.0,1.0,5.0,1.0,1.0,7.0,0.0,1.0,220.0,113000.0
11.0,19.0,7.0,110.0,58.0,3.0,36.0,2.0,5.0,2.0,1566.0,4.0,1566.0,1566.0,2.0,2.0,5.0,0.0,4.0,95.0,1.0,2.0,750.0,262500.0
0.0,5.0,4.0,30.0,52.0,1.0,0.0,1.0,2.0,1.0,686.0,3.0,866.0,866.0,0.0,2.0,2.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,110500.0
6.0,5.0,4.0,12.0,1.0,1.0,0.0,1.0,1.0,1.0,540.0,3.0,889.0,1440.0,0.0,1.0,4.0,0.0,4.0,34.0,0.0,1.0,352.0,79000.0
5.0,12.0,5.0,72.0,25.0,1.0,0.0,1.0,2.0,2.0,626.0,2.0,626.0,1217.0,0.0,1.0,4.0,1.0,4.0,33.0,1.0,1.0,288.0,120000.0
14.0,12.0,6.0,100.0,53.0,1.0,0.0,2.0,5.0,2.0,948.0,4.0,1222.0,2110.0,2.0,2.0,7.0,2.0,4.0,92.0,1.0,2.0,463.0,205000.0
11.0,13.0,6.0,84.0,40.0,2.0,102.0,1.0,2.0,2.0,1845.0,3.0,1872.0,1872.0,2.0,1.0,4.0,1.0,4.0,72.0,2.0,2.0,604.0,241500.0
3.0,5.0,5.0,11.0,1.0,1.0,0.0,1.0,3.0,0.0,1020.0,3.0,908.0,1928.0,2.0,0.0,8.0,0.0,1.0,8.0,0.0,1.0,440.0,137000.0
11.0,10.0,5.0,41.0,3.0,1.0,0.0,1.0,2.0,1.0,1367.0,4.0,1375.0,1375.0,0.0,1.0,3.0,1.0,4.0,29.0,0.0,2.0,451.0,140000.0
14.0,16.0,6.0,96.0,42.0,2.0,101.0,2.0,5.0,2.0,840.0,4.0,840.0,1668.0,2.0,2.0,7.0,0.0,4.0,84.0,1.0,2.0,500.0,180000.0
6.0,18.0,5.0,48.0,57.0,0.0,472.0,2.0,2.0,2.0,1444.0,3.0,1444.0,2144.0,2.0,2.0,5.0,2.0,4.0,24.0,2.0,2.0,389.0,277000.0
0.0,3.0,2.0,28.0,22.0,1.0,0.0,1.0,2.0,1.0,728.0,4.0,1306.0,1306.0,0.0,0.0,4.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,76500.0
13.0,17.0,7.0,102.0,56.0,3.0,481.0,2.0,5.0,2.0,1573.0,4.0,1625.0,1625.0,2.0,2.0,3.0,1.0,4.0,93.0,2.0,2.0,538.0,235000.0
14.0,12.0,5.0,85.0,43.0,1.0,0.0,2.0,5.0,2.0,798.0,4.0,798.0,1640.0,2.0,2.0,4.0,0.0,4.0,78.0,1.0,2.0,520.0,173000.0
10.0,10.0,5.0,67.0,36.0,2.0,108.0,1.0,2.0,2.0,1302.0,4.0,1302.0,1302.0,2.0,2.0,5.0,0.0,4.0,48.0,1.0,1.0,309.0,158000.0
11.0,10.0,4.0,52.0,12.0,1.0,0.0,1.0,2.0,1.0,1314.0,2.0,1314.0,1314.0,0.0,1.0,3.0,0.0,4.0,37.0,1.0,1.0,294.0,145000.0
14.0,14.0,6.0,86.0,46.0,2.0,302.0,2.0,5.0,2.0,975.0,4.0,1005.0,2291.0,2.0,2.0,7.0,1.0,5.0,73.0,2.0,2.0,429.0,230000.0
14.0,19.0,5.0,96.0,42.0,1.0,0.0,2.0,5.0,2.0,864.0,4.0,864.0,1728.0,2.0,2.0,5.0,0.0,4.0,84.0,1.0,2.0,673.0,207500.0
11.0,16.0,6.0,102.0,57.0,3.0,180.0,2.0,5.0,2.0,1604.0,4.0,1604.0,1604.0,2.0,2.0,7.0,1.0,4.0,93.0,1.0,2.0,660.0,220000.0
14.0,16.0,6.0,99.0,41.0,2.0,172.0,2.0,5.0,2.0,963.0,4.0,963.0,1792.0,2.0,2.0,5.0,1.0,4.0,89.0,1.0,2.0,564.0,231500.0
11.0,5.0,4.0,36.0,5.0,1.0,0.0,1.0,5.0,1.5797610681658467,0.0,3.0,882.0,882.0,0.0,1.0,2.0,0.0,1.0,9.0,0.0,1.0,308.0,97000.0
10.0,10.0,5.0,50.0,20.0,2.0,399.0,1.0,2.0,1.0,1362.0,2.0,1382.0,1382.0,0.0,1.0,4.0,1.0,4.0,65.0,0.0,2.0,884.0,176000.0
14.0,16.0,7.0,103.0,56.0,3.0,270.0,2.0,5.0,3.0,1482.0,4.0,1482.0,2574.0,2.0,3.0,10.0,1.0,5.0,88.0,2.0,4.0,868.0,276000.0
10.0,6.0,5.0,74.0,47.0,2.0,46.0,1.0,2.0,2.0,506.0,2.0,1212.0,1212.0,0.0,1.0,4.0,1.0,4.0,54.0,0.0,2.0,492.0,151000.0
6.0,5.0,4.0,54.0,41.0,1.0,0.0,1.0,1.0,1.0,926.0,2.0,926.0,1316.0,0.0,1.0,4.0,0.0,1.0,51.0,0.0,2.0,484.0,130000.0
0.0,5.0,4.0,23.0,43.0,1.0,0.0,1.0,1.0,0.0,680.0,3.0,764.0,764.0,0.0,1.0,2.0,0.0,1.0,45.0,0.0,2.0,504.0,73000.0
11.0,13.0,5.0,101.0,35.0,2.0,210.0,1.0,2.0,2.0,1422.0,2.0,1422.0,1422.0,2.0,2.0,5.0,1.0,4.0,70.0,2.0,2.0,576.0,175500.0
14.0,14.0,5.0,89.0,52.0,1.0,0.0,1.0,5.0,2.0,802.0,3.0,802.0,1511.0,2.0,1.0,7.0,1.0,4.0,75.0,2.0,2.0,413.0,185000.0
12.0,8.0,4.0,53.0,52.0,1.0,0.0,1.0,5.0,1.0,720.0,4.0,1052.0,2192.0,2.0,2.0,7.0,1.0,1.0,62.0,0.0,1.0,240.0,179500.0
0.0,1.0,4.0,28.0,6.0,1.0,0.0,1.0,2.0,1.0,740.0,4.0,778.0,778.0,0.0,1.0,2.0,1.0,1.0,49.0,2.0,1.0,924.0,120500.0
11.0,4.0,5.0,70.0,31.0,2.0,174.0,1.0,2.0,1.0,1143.0,2.0,1113.0,1113.0,0.0,1.0,4.0,1.0,4.0,58.0,1.0,1.0,504.0,148000.0
14.0,19.0,7.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,1095.0,3.0,1095.0,1939.0,2.0,2.0,7.0,1.0,4.0,93.0,1.0,4.0,1053.0,266000.0
11.0,18.0,6.0,41.0,50.0,1.0,0.0,1.0,2.0,2.0,1385.0,4.0,1363.0,1363.0,0.0,1.0,3.0,2.0,4.0,29.0,0.0,2.0,439.0,241500.0
14.0,24.0,7.0,86.0,56.0,2.0,348.0,2.0,5.0,2.0,1152.0,4.0,1164.0,2270.0,2.0,2.0,8.0,1.0,4.0,73.0,2.0,4.0,671.0,290000.0
11.0,10.0,5.0,48.0,40.0,0.0,183.0,1.0,2.0,1.0,1240.0,3.0,1632.0,1632.0,2.0,1.0,4.0,1.0,4.0,24.0,1.0,1.0,338.0,139000.0
